,Year,Number_of_Patients,HB,oseast1m,osnrth1m,lsoa11,msoa11,ru11ind,rgn,laua,imd,depression_perc,alzheimers_perc,blood pressure_perc,hypertension_perc,diabeties_perc,cardiovascular disease_perc,insomnia_perc,addiction_perc,social anxiety_perc,loneliness_perc,depression_zscore,alzheimers_zscore,blood pressure_zscore,hypertension_zscore,diabeties_zscore,cardiovascular disease_zscore,insomnia_zscore,addiction_zscore,social anxiety_zscore,loneliness_zscore,loneills
10,2021,5842.0,7A1,257869.0,360040.0,W01000081,W02000014,D1,W99999999,W06000002,1260.0,6.198138548607756,0.0678901468687205,8.429139422986172,8.570222523234316,1.552073845206604,4.867913305165616,0.7573784101485991,0.0,0.020162441005790527,22.01361677923161,-1.2312569059218317,-0.5805353760653786,-0.5223668215962232,-0.45912789540246235,0.00956674852662623,-1.492694982985343,1.6058464499518377,-0.2654136810509185,-0.5243025869929132,-1.4517874769103534,-1.4547899954816665
11,2021,13331.0,7A1,248526.0,363411.0,W01000093,W02000015,D1,W99999999,W06000002,1454.0,6.477226234057607,0.10807282518478334,8.51614604390058,8.576597216130944,0.9836570213584638,5.541774093919603,0.8959495301669755,0.0,0.0152319334202963,22.583276920818378,-1.0374988782210042,-0.12914854160116493,-0.45311635828919544,-0.45408005107952715,-1.3490048915818624,-0.7740398445992057,2.2982708511628998,-0.2654136810509185,-0.6011809502413061,-1.21776851155856,-0.189051251031021
12,2021,5870.0,7A1,248085.0,362498.0,W01000111,W02000016,D1,W99999999,W06000002,650.0,6.770406851217625,0.05352745142229964,6.519460948110119,6.563912831099066,1.544048129715476,6.376168622651979,0.6683617853412489,2.390248944970603,0.03604795415525389,24.366674616418297,-0.8339567618804974,-0.7418768272483847,-2.0423214843881494,-2.047837995437509,-0.009615494152276211,0.11582038398536405,1.1610403235245903,11.323308566796792,-0.2766095799109357,-0.4851406637113214,8.584067725844054
13,2021,7054.0,7A1,246849.0,353078.0,W01000104,W02000017,D2,W99999999,W06000002,1090.0,6.342221549964919,0.12163063265409528,9.760547646674945,9.863401089127874,1.779950144913843,5.905399549085984,0.4536309973586658,0.0,0.01786032333901453,24.46623396310538,-1.1312265583872176,0.023151306301248814,0.5373299620765438,0.5648844277386439,0.5542133269639792,-0.38624268209251356,0.08805457244816137,-0.2654136810509185,-0.5601980876402787,-0.4442412333282969,-1.280748020590361
14,2021,4743.0,7A1,270157.0,345620.0,W01000065,W02000018,D2,W99999999,W06000002,679.0,7.777202291437637,0.05501339107742697,8.12568455852711,8.141041573361084,1.2646929340618087,6.114894565008567,1.2071505863830463,0.0,0.4214227984074976,24.55999534132957,-0.13498396958125253,-0.7251847194735614,-0.7638931529915531,-0.7989777762454211,-0.6773016540422676,-0.1628216548244998,3.8533077519116765,-0.2654136810509185,5.73230263642572,-0.40572363464065697,7.661050241986243
15,2021,7512.0,7A1,249472.0,338023.0,W01000061,W02000020,D2,W99999999,W06000002,1615.0,5.996528242858446,0.16035198612449053,9.58718663344931,9.672837235741037,1.2343281408163684,6.995287015251297,0.47977739290313964,0.0,0.26714470654369504,24.539110013694778,-1.3712258735356548,0.45812254021685206,0.39934815840368204,0.41398513249820706,-0.7498764710255773,0.7760941698122201,0.21870518908681585,-0.2654136810509185,3.326739521084637,-0.4143034217932451,2.7809128282999387
16,2021,12846.0,7A1,237215.0,334892.0,W01000108,W02000021,D2,W99999999,W06000002,1078.0,6.564268377164484,0.08190813804834685,8.800863147719694,8.900771598835204,1.5292500469688681,5.485762462122241,0.76079248742691,0.0,0.046643224582120564,23.322753110566055,-0.9770694330878111,-0.42306611494871976,-0.22650381841932907,-0.1973803411624767,-0.044984355002340166,-0.8337748042115568,1.6229062125835407,-0.2654136810509185,-0.1114040641567274,-0.9139883447647069,-0.35142742182311293
17,2021,7781.0,7A1,260960.0,338827.0,W01000101,W02000022,D2,W99999999,W06000002,1338.0,5.928063328988618,0.21499052907003535,10.654063802684902,10.750940756766626,0.9955556050006096,6.691987154905047,0.6210180568653972,0.0,0.03333409639621017,25.202555431596334,-1.4187579839429714,1.0718974296340043,1.2484989182514308,1.267688805191843,-1.3205661163460387,0.45263269713524806,0.9244690030600999,-0.2654136810509185,-0.3189250898227452,-0.14175704030999264,1.2609584830693121
18,2021,4463.0,7A1,226189.0,330953.0,W01001932,W02000023,F2,W99999999,W06000002,952.0,4.420081115784959,0.10982093376946968,10.921387656378775,10.997745719977067,0.8090087414667794,6.719224956309719,0.7512166033919169,0.0,0.02006233290170427,23.807098070699908,-2.4656822112420356,-0.10951139362076624,1.4612677917781012,1.4631230092572702,-1.7664313119475663,0.48168110930655617,1.575056590179411,-0.2654136810509185,-0.5258635109052289,-0.7150172422259908,-0.3282911973822679
19,2021,4590.0,7A1,292836.0,336010.0,W01000051,W02000024,D2,W99999999,W06000002,1167.0,5.464915687234474,0.15835504933717304,9.109494523892382,9.131304110430596,1.6507511564538933,7.93466002163488,0.5113201698650572,0.0,0.03376899577106167,24.85130619495607,-1.7403005609861901,0.43569021333305513,0.019142611316971453,-0.01483158959448785,0.24541514526328112,1.7779112352436015,0.3763209206150987,-0.2654136810509185,-0.3121439721514738,-0.2860518170345845,-1.5206786698349166
20,2021,9034.0,7A1,260936.0,316194.0,W01000048,W02000025,D2,W99999999,W06000002,907.0,6.720718034072479,0.1576178774153785,10.965061073816338,11.05796677154698,1.1492316439916255,7.071174833421394,0.3908478896660092,0.0,0.038264710445699075,26.547557050113866,-0.868453472809581,0.4274092894579106,1.496028415279705,1.510809462270429,-0.9532653969127611,0.8570265691727702,-0.22566560059000354,-0.2654136810509185,-0.24204506654695887,0.4107757141938069,0.33664093073087775
21,2021,5439.0,7A1,259111.0,300347.0,W01000116,W02000026,F2,W99999999,W06000002,1410.0,5.460685095796099,0.14296867218807954,10.722353842170739,10.83037873946873,1.4465738251273088,6.667800583356708,0.5024472862919747,0.0,0.03638752314520003,25.0508542022289,-1.7432376703458754,0.2628493683158749,1.302852447028299,1.3305923170175402,-0.24258858765831906,0.4268383428513348,0.3319841129578291,-0.2654136810509185,-0.2713148901240723,-0.20407659217520677,-0.3545404432296221
22,2021,21320.0,7A1,278681.0,382136.0,W01000186,W02000027,C1,W99999999,W06000003,364.0,6.56631532756257,0.15213996961706414,8.240026548864648,8.327557876868823,0.9347532391522817,5.535493769855797,0.5252533173254436,0.0,0.0740863641235588,22.04151350038198,-0.9756483274904955,0.36587393232917687,-0.6728858741993837,-0.6512835611571297,-1.4658897000742852,-0.7807376481136824,0.4459433014255014,-0.2654136810509185,0.31649988158510645,-1.4403273775568466,-0.7640284543587589
23,2021,2182.0,7A1,277476.0,381716.0,W01000168,W02000028,C1,W99999999,W06000003,590.0,6.635019288681721,0.18869740510678026,9.56638333973583,9.630334270748266,0.9799948221401475,6.9580924024108946,0.29001546914623844,0.0,0.1300094031162486,24.682153658234046,-0.9279502573294136,0.7765370780766382,0.3827903641481412,0.38032886794934445,-1.3577579048455253,0.7364270752369975,-0.7295139377601537,-0.2654136810509185,1.188473330785893,-0.35554044497344117,0.4224614006713898
24,2021,6228.0,7A1,281678.0,381306.0,W01000174,W02000029,C1,W99999999,W06000003,1859.0,6.096306594316608,0.267983842586318,10.06282844995617,10.162037963425426,1.0534494898751847,6.457720763080045,0.5403291281045429,0.0,0.036629411387260384,24.577827781388123,-1.3019542517705758,1.6671908505387618,0.7779218326266932,0.8013620863470108,-1.1821940857755349,0.2027936368339045,0.5212754431452538,-0.2654136810509185,-0.26754327598167826,-0.3983979875266145,1.1549171712278539
25,2021,6560.0,7A1,298961.0,380482.0,W01000152,W02000031,C1,W99999999,W06000003,681.0,8.142097534492242,0.0922804880803516,9.148663636642643,9.191067433032472,1.0896107619484379,5.747265544113641,0.3778538055727539,0.0,0.017550815998726765,24.640175567239897,0.11834638606562402,-0.3065496844092994,0.050318160680613545,0.032492407593705384,-1.0957651191302866,-0.5548885168458433,-0.2905955866965264,-0.2654136810509185,-0.5650240446684538,-0.37278523481345144,-1.2767442031658687
26,2021,9757.0,7A1,284734.0,379263.0,W01000182,W02000033,C1,W99999999,W06000003,202.0,8.268269881807843,0.1717317669785309,8.065195412847924,8.152486522251142,0.9740195881495036,4.881941803494002,0.4198157353612328,0.04094133876762856,0.07344161683038371,22.909206636809884,0.20594217205256038,0.5859558124591452,-0.8120377805992697,-0.7899150149143588,-1.3720392967785513,-1.4777339516035086,-0.08091651284914048,-0.0669164473500488,0.30644673477442885,-1.0838751085529035,0.16059674417258635
27,2021,11310.333333333334,7A1,284094.0,379489.0,W01000183,W02000034,C1,W99999999,W06000003,1310.0,7.644650254794129,0.18469079889111426,10.031169138127554,10.09648274653516,0.4542007542887177,5.607318341396327,0.25956207411458715,0.0,0.07145195990069807,24.246904970020037,-0.22700888693429255,0.7315293938598504,0.7527234972693178,0.7494517379138577,-2.61445700161799,-0.7041385964083177,-0.8816861495228839,-0.2654136810509185,0.2754232416496896,-0.5343425767196622,0.3822956559153027
28,2021,11987.0,7A1,287152.0,377968.0,W01000126,W02000035,C1,W99999999,W06000003,1466.0,8.498428188431113,0.053282707829715455,7.357137704801798,7.411613221920168,0.8050074247877507,4.769508264014587,0.3158207116280231,0.0,0.04078881654467007,21.85366051861136,0.3657307326922247,-0.7446261222217816,-1.375596321489419,-1.376580622769465,-1.7759948490125315,-1.5976414194697255,-0.6005680248514146,-0.2654136810509185,-0.20268823721663246,-1.517498232989628,-2.824145955417987
29,2021,16099.0,7A1,293627.0,377967.0,W01000179,W02000036,C1,W99999999,W06000003,1584.0,7.208991817205192,0.07500853189890226,9.012837235730524,9.068925339631573,1.3224071998928977,5.050382838491557,0.5324793389960214,0.0,0.07708320761363126,23.258195066116144,-0.5294669458858922,-0.500571933608962,-0.057789028101529936,-0.06422664738873556,-0.5393589305018613,-1.2980959353599708,0.4820509241951268,-0.2654136810509185,0.36322781343256905,-0.9405090817171308,-0.5144004703068124
30,2021,2343.0,7A1,279743.0,378046.0,W01000176,W02000037,C1,W99999999,W06000003,759.0,6.830771917005092,0.06335868690023587,9.799538796732625,9.842409424101504,1.3771152186118834,5.941254625156058,0.21871873025911184,0.0017629222198716592,0.19062602732207345,24.27539152425376,-0.7920480116962761,-0.631438935917384,0.5683638670597563,0.5482620337111026,-0.408601430723855,-0.34800416890846186,-1.085775774466628,-0.25686644751123255,2.1336309588355826,-0.5226401712649913,-0.08423617704483544
31,2021,13948.0,7A1,278247.0,377584.0,W01000130,W02000038,D1,W99999999,W06000003,1688.0,7.161715103175392,0.11806123213486996,10.902952711618314,11.015149752617297,1.1226098815095813,6.3758231566981864,0.42934966823205256,0.0,0.05940447386757419,26.222708794367378,-0.5622890421092529,-0.016945085199463427,1.4465950180019853,1.476904511956112,-1.0168940053571023,0.11545195346236338,-0.03327651572428221,-0.2654136810509185,0.08757422379008187,0.27732657995321325,0.6865544116622766
32,2021,7485.0,7A1,268252.0,375076.0,W01000123,W02000039,D1,W99999999,W06000003,902.0,6.862695056590387,0.10530728015887326,9.478002495032849,9.556001355462222,1.2305569773307232,5.309658931049232,0.6046125210063356,0.0004958841614598829,0.020173326877035422,23.66932800575923,-0.7698852116641105,-0.1602149280922512,0.3124461262174572,0.32146783879571206,-0.7588899195141798,-1.021584674745164,0.8424923737144545,-0.2630094696291931,-0.5241328503178695,-0.771613808670084,-0.5532822471932577
33,2021,2331.0,7A1,295874.0,348614.0,W01000190,W02000040,E2,W99999999,W06000003,1168.0,5.83616771095879,0.12565891044848965,6.4489833680743525,6.4489833680743525,1.1303436722561593,6.295168228578067,0.5021958590684675,0.0,0.0,20.338517749384327,-1.482556978424251,0.0684024353487443,-2.098416124301084,-2.1388456795526385,-0.9984094912857149,0.02943555438256837,0.33072775921931563,-0.2654136810509185,-0.8386830917867376,-2.1399257425343796,-4.326369236246486
34,2021,8282.0,7A1,280213.0,361713.0,W01000134,W02000041,D2,W99999999,W06000003,1000.0,7.02241723493639,0.1786945970023813,9.682712870341357,9.754999018768716,1.0533553427386304,5.5948599628549935,0.6743966221917437,0.0,0.03945104284464944,24.278722778492853,-0.6589972869370903,0.6641718482011392,0.4753795694989224,0.4790455043065305,-1.1824191066129797,-0.7174251355631538,1.1911957288648674,-0.2654136810509185,-0.22354731727502436,-0.5212716769410162,1.186454796109504
35,2021,28569.0,7A1,306886.0,382960.0,W01000216,W02000043,C1,W99999999,W06000004,572.0,7.580213183137489,0.12998467221578722,8.635798405743289,8.709617734725596,1.0086529213402082,5.845332887066906,0.32972661078010573,0.008042956165861218,0.05073514718066675,23.61157096543195,-0.27174464765008016,0.11699531149872042,-0.3578824392344727,-0.34874684044328164,-1.2892622530647821,-0.4503022267731481,-0.531081800792568,-0.22641875324061625,-0.04760123930338973,-0.7953406623367675,-1.3085979699312156
36,2021,26215.0,7A1,301052.0,381443.0,W01000240,W02000045,C1,W99999999,W06000004,1.0,8.793287282332859,0.14071132217594054,7.768492532108664,7.826885834196809,0.8764039289834643,5.041951272891927,0.6653937635569509,0.3743823817471119,0.06306173346360082,23.719015785885063,0.570438139942987,0.2374917237048669,-1.0481900611933659,-1.0477441545123183,-1.6053502415103837,-1.3070879824473494,1.1462094503491307,1.5497166825390254,0.14459961658010675,-0.7512018436284615,2.6007114586037985
37,2021,6948.0,7A1,301862.0,380977.0,W01000238,W02000047,C1,W99999999,W06000004,651.0,8.64556700007318,0.1029213082284875,8.460932168285318,8.54286434243535,1.2902472715249977,5.551726289475021,0.4110352882327572,0.0,0.026588307084140245,24.544361499969796,0.46788259186887515,-0.18701743011329686,-0.49706228363543903,-0.48079165864115025,-0.6162242954865932,-0.7634260849125056,-0.12479142592261375,-0.2654136810509185,-0.42410802122238395,-0.4121460874548874,-1.0142396250814882
38,2021,4837.0,7A1,303383.0,374431.0,W01000246,W02000051,D1,W99999999,W06000004,1020.0,7.1609381215823475,0.03461501867467718,9.119499237174598,9.167806579040882,0.8617081886661847,5.80636855316675,0.5882063531565772,0.0,0.025493725146338627,23.619642814287417,-0.5628284654836144,-0.9543271542977412,0.02710558037341814,0.014073140709463219,-1.640474493974081,-0.491856683180855,0.7605125863819238,-0.2654136810509185,-0.44117516215266356,-0.7920247102809147,-1.4491587358935507
39,2021,19688.0,7A1,305066.0,366112.0,W01000199,W02000052,D1,W99999999,W06000004,519.0,7.769495240382709,0.15875841785800868,9.124247692055308,9.17798299247877,1.6454515966975107,6.3614694286678946,0.7354839314115033,0.0,0.0434575736838414,25.848641607496393,-0.14033462849472372,0.44022140058519327,0.03088497896430448,0.02213140353612507,0.23274868064082463,0.10014407299785348,1.4964421864418693,-0.2654136810509185,-0.16107595344881645,0.12365808596350247,1.3919707275687292
40,2021,13400.0,7A1,312595.0,358292.0,W01000243,W02000055,D1,W99999999,W06000004,1447.0,7.077733599701823,0.12508866284991996,10.461566636855238,10.507711201677278,1.3695323393525,6.152013741713017,0.5301821262741718,0.0,0.03412951728918725,25.76226167156871,-0.6205936228010185,0.06199663391473942,1.0952862342177905,1.0750858125869363,-0.4267252516241971,-0.12323501094121049,0.4705720089408503,-0.2654136810509185,-0.30652258251790687,0.08817281719141647,0.415124569072682
41,2021,4065.0,7A1,307898.0,343546.0,W01000193,W02000056,E2,W99999999,W06000004,700.0,6.986933469422705,0.07340253980806277,10.278278611566249,10.293084384717433,1.0849290350198697,6.02474737499609,0.44064828812491114,0.0,0.023967604520619006,24.90374509208907,-0.6836320694078695,-0.5186126346383112,0.9494033055797608,0.9051320944849293,-1.1069549030441848,-0.25896130621055125,0.023181425243406415,-0.2654136810509185,-0.4649710196360015,-0.26450968067048547,-1.004315885004765
42,2021,9516.0,7A1,321933.0,342046.0,W01000210,W02000057,D1,W99999999,W06000004,1318.0,7.038192472219404,0.17659222149588016,9.639789050932642,9.733101480984399,1.4060520266661227,6.3823887406480715,0.5926299581981131,0.0,0.07320808723832285,25.328956900211992,-0.648045249201916,0.6405550893263259,0.4412155673836712,0.46170578871814605,-0.33943963760237733,0.12245397928258518,0.7826168464302914,-0.2654136810509185,0.3028054519051918,-0.08983074470856874,1.2742242461271207
43,2021,24130.0,7A1,318846.0,375758.0,W01000304,W02000060,C1,W99999999,W06000005,152.0,7.9154264175888285,0.14738318920337204,10.068441481780175,10.110978613306592,1.0910534948168358,5.88178891216594,0.5309864173576513,0.0,0.055885173308633344,25.67761704443922,-0.039021175592129295,0.3124392648764716,0.7823893668244851,0.7609303895092782,-1.0923168468817837,-0.41142281696062705,0.47459096160431874,-0.2654136810509185,0.03269994116114517,0.053400421130397294,1.2762257005081659
44,2021,16418.0,7A1,324217.0,372762.0,W01000288,W02000061,C1,W99999999,W06000005,320.0,7.894288192498323,0.13370871265382947,9.149491902917768,9.185818501123686,1.0576546667479712,6.2174379632963985,0.5097035557955791,0.0,0.03956548626419532,24.99861159211579,-0.05369649455516723,0.1588288301985591,0.05097739583641174,0.028336004835659394,-1.1721433029673642,-0.053461767267619614,0.36824288076885,-0.2654136810509185,-0.2217628716319183,-0.22553809294282787,0.01453466856506444
45,2021,14334.0,7A1,329920.0,369057.0,W01000283,W02000065,C1,W99999999,W06000005,1294.0,7.250842161305273,0.0929464770832281,9.394412229998172,9.436100095028175,1.3514910345797924,7.402436254789008,0.33481852485016644,0.0,0.04328285245875024,25.86863454763564,-0.5004121342471689,-0.29906838449614165,0.24591481491296385,0.22652320277804344,-0.4698457293905323,1.2103083249715088,-0.5056380752131514,-0.2654136810509185,-0.16380027372960876,0.13187127629255452,-1.5078093459589457
46,2021,14142.0,7A1,330760.0,367615.0,W01000335,W02000066,C1,W99999999,W06000005,260.0,7.802046868473041,0.10722861317956851,8.665319536538794,8.754781352651895,0.8347900611946697,6.047529438621424,0.3600026980392175,0.4383216799546498,0.06975905526954103,24.344700712114463,-0.1177354971605438,-0.1386318861819635,-0.33438592869940453,-0.3129837196075984,-1.7048114436443036,-0.23466482337518738,-0.37979557615482085,1.859715676245757,0.2490268240553069,-0.494167643088181,1.1595958211961372
47,2021,18525.0,7A1,331759.0,365712.0,W01000311,W02000068,C1,W99999999,W06000005,1274.0,8.134621180927525,0.11146922803718921,9.245325984917281,9.326863303484602,0.8539185555189525,6.649113097852008,0.6878041016859878,0.0,0.08351811815701198,25.763789467506268,0.11315589004370614,-0.09099549664846282,0.12725382755301146,0.1400232996469378,-1.659092476828695,0.4069086218976909,1.2581914055926042,-0.2654136810509185,0.4635634039669759,0.08880044267980026,1.6185248215508428
48,2021,27375.0,7A1,327589.0,364722.0,W01000264,W02000069,C1,W99999999,W06000005,1693.0,8.172999765040483,0.08980452734796675,8.841548020447727,8.87847409799708,1.2765348881080072,6.06740211794007,0.6024418054341716,0.0,0.29896543881862186,25.08765720186778,0.1398004148699847,-0.33436306380770875,-0.19412184269847743,-0.21503677024016704,-0.6489982290631868,-0.2134711238096546,0.8316455505809196,-0.2654136810509185,3.822900569869732,-0.1889577532946366,3.979533020221842
49,2021,15281.0,7A1,333685.0,363587.0,W01000255,W02000072,D1,W99999999,W06000005,1478.0,8.031012582879569,0.11122594893042308,9.508307432386111,9.58067424085994,1.0365505735165732,6.283437076319739,0.32111535695455834,0.0002896133083107435,0.06567543656068271,25.36430539276911,0.04122510034131741,-0.09372834051294338,0.33656648545159396,0.34100523244038183,-1.2225841438282652,0.01692458328833642,-0.5741112738389025,-0.2640095393625159,0.18535347663136748,-0.07530942392259848,-0.364265344301295
50,2021,10794.0,7A1,323412.0,364073.0,W01000318,W02000073,C1,W99999999,W06000005,295.0,7.429319938096177,0.2527688378220268,9.702698531194146,9.748078389545965,1.2961143970350912,7.7979376728080245,0.42007236665174275,0.0,0.03109074759215376,26.944291601959026,-0.37650304107563215,1.4962750946777108,0.491286591964653,0.47356535655671766,-0.602201293364651,1.632100379119559,-0.07963415496937583,-0.2654136810509185,-0.3539042438470684,0.5737560643434594,0.8943853302914336
51,2021,2275.0,7A1,327236.0,359673.0,W01000309,W02000076,D1,W99999999,W06000005,1181.0,7.014184575263631,0.017051815331664288,12.056034433334295,12.120616742216415,2.044823478173943,7.995120003555388,0.8253946958849437,0.0,0.06886187948038763,30.017191310425986,-0.6647128522740376,-1.1516210901995891,2.364357857432902,2.352276135049015,1.1872864234849836,1.842390245447249,1.945716228859184,-0.2654136810509185,0.23503771542496607,1.8361171774137777,2.4512824558086197
52,2021,11667.0,7A1,330914.0,358035.0,W01000308,W02000077,D1,W99999999,W06000005,1236.0,7.583962840327387,0.1937564881743613,10.455156902433655,10.507665057229955,1.0674358457946689,7.037584422645302,0.503815929820306,0.0,0.07754469652444436,26.89422058399198,-0.269141429308512,0.8333676226512154,1.0901845870821516,1.075049272789611,-1.1487653312006154,0.8212032630721492,0.3388230717210298,-0.2654136810509185,0.37042352533553297,0.5531866634615226,2.083108382137959
53,2021,7673.0,7A1,331195.0,353908.0,W01000377,W02000081,C1,W99999999,W06000006,1421.0,9.556792960294198,0.07938978847159668,8.537113147338639,8.588027007478866,1.6646812513285487,6.466880977606497,0.4513422525354071,0.0,0.09046277709403135,26.807114237715112,1.1005057925580444,-0.4513556638578859,-0.4364281843085014,-0.4450292923522385,0.27870943045457164,0.21256276919479863,0.07661797033684369,-0.2654136810509185,0.5718471867497289,0.5174029820291031,0.587172312383574
54,2021,16201.0,7A1,328624.0,351132.0,W01000364,W02000083,D1,W99999999,W06000006,1223.0,9.179384515542695,0.14657602804110367,8.105598730667952,8.190966339426314,1.1328506432493806,6.400141123336371,0.6114816076390098,0.0,0.1773471660833483,25.661400257234874,0.8384880837694291,0.3033721260692227,-0.7798799005578135,-0.7594445075777588,-0.992417586136062,0.1413864372181977,0.8768164319876766,-0.2654136810509185,1.9265818670059456,0.046738491523877226,2.920400320203597
55,2021,13668.0,7A1,333644.0,350928.0,W01000393,W02000086,C1,W99999999,W06000006,962.0,7.8581052137843415,0.1276729183972787,9.653589906068465,9.711821296516439,1.3583037260009168,6.5620793790081855,0.6329026363020055,0.0,0.05736093056022654,26.250885170009166,-0.07881670930295033,0.09102652888076379,0.4521999683653977,0.4448549285905273,-0.4535627325311313,0.31408940715213274,0.9838549183860891,-0.2654136810509185,0.05571051361989525,0.28890156263795563,1.2312164991234067
56,2021,4232.0,7A1,334968.0,350266.0,W01000353,W02000087,C1,W99999999,W06000006,156.0,12.10785209531413,0.14806360993375162,6.622857897435402,6.655475060641987,0.924718768393955,5.727521599811951,0.9922696955220723,0.0273291006671524,0.07786142525965849,26.583229930285,2.8715914130250164,0.3200826817033458,-1.9600256019592368,-1.9753338155360753,-1.4898730637324353,-0.5759449238385338,2.77957195352614,-0.13291310717492255,0.37536208112005975,0.4254302948803087,4.238361206663565
