,pcstrip,Year,NUMBER_OF_PATIENTS,SHA,PCT,oseast1m,osnrth1m,lsoa11,msoa11,ru11ind,rgn,laua,imd,depression_perc,alzheimers_perc,blood pressure_perc,hypertension_perc,diabeties_perc,cardiovascular disease_perc,insomnia_perc,addiction_perc,social anxiety_perc,loneliness_perc,depression_zscore,alzheimers_zscore,blood pressure_zscore,hypertension_zscore,diabeties_zscore,cardiovascular disease_zscore,insomnia_zscore,addiction_zscore,social anxiety_zscore,loneliness_zscore,loneills
840,CA78DS,2018,351.3333333333333,Q49,01H,332473.0,539941.0,E01019131,E02003966,F2,E12000002,E07000026,66.0,4.74699313371887,0.39971128258590277,11.513109391802542,11.599616793642847,1.4613535260560575,7.732215234858344,0.1498790473734842,0.0,0.04797959844610313,26.089769018235504,-0.7330464315762466,1.2246365565152546,1.5385395188697562,1.525983828001042,-0.49168081228354427,1.027111646908648,-0.8911396036984076,-0.07757956823376304,-0.3705015845605425,0.7575932688950262,0.6783531964473369
841,CA79QD,2018,731.4166666666666,Q49,01H,325625.0,547891.0,E01019137,E02003965,D1,E12000002,E07000026,8.0,6.680448874993208,0.130448974667741,9.49113848444974,9.581007780412774,1.4414228033231637,6.873498672685602,0.5363484864560012,0.00046848062364140616,0.040103170096218485,25.24364407316213,0.3782290359011751,-0.5761305648799482,0.3557633919864609,0.35094971247755835,-0.5152678081953531,0.3296516911925624,0.11295191553748694,-0.0768045675736607,-0.4243090863409442,0.4352245394805489,-0.2351135548783327
842,CA81NL,2018,1327.3333333333333,Q49,01H,353023.0,561103.0,E01019202,E02003988,D1,E12000002,E07000028,27.0,6.277811148583209,0.24024563707192934,9.972734766638785,10.021008999807158,1.5773390822136415,7.3346407235439175,0.30966613331211423,0.05078513917885869,0.03691877960035895,25.81149686371083,0.14680846697446664,0.15816537585188492,0.637478911877254,0.607074816582306,-0.35441781005419154,0.7041968304602568,-0.4759945970058112,0.00643354650528046,-0.44606312124916064,0.6515731811906393,-0.0035755123410338707
843,CA93QX,2018,188.58333333333334,Q49,01H,371829.0,546238.0,E01019305,E02004008,E2,E12000002,E07000030,32.0,5.575842308355933,0.17548724634320223,11.683112556278049,11.786550812305423,1.9485240602972753,7.942949713695236,0.3129081325447079,0.0034335942864991073,0.06693588575708492,27.745695867828278,-0.2566560315529209,-0.27492450501699256,1.637984908368211,1.6347982877804283,0.08486071877376698,1.1982727339913772,-0.46757151459457424,-0.07189942330508556,-0.2410024743133963,1.388491858535649,0.3227443389974589
844,CB101BP,2018,1048.0833333333333,Q57,07H,553696.0,238660.0,E01022076,E02004592,C1,E12000006,E07000077,56.0,6.5097021306998535,0.19128533335057363,10.236242307313772,10.338730051723639,1.4218596298659367,6.894034728642082,0.2892535982770709,0.0,0.03372412995495722,25.644865472559157,0.280090421174063,-0.16927037212416415,0.7916208074063775,0.7920205256200777,-0.5384198282470928,0.34633132369172975,-0.5290286826076389,-0.07757956823376304,-0.46788724112263486,0.5880875811514241,-0.17165491729406024
845,CB101EJ,2018,855.5,Q57,07H,553827.0,238291.0,E01022076,E02004592,C1,E12000006,E07000077,56.0,5.852853888963749,0.23431565458372736,9.885914140830018,10.032629909372467,1.7926505581147685,7.871362945288198,0.4721840449288044,0.0,0.033360931585144776,26.255997001251714,-0.09744050509162426,0.11850695660351017,0.5866921457797531,0.6138393584540385,-0.09960763734210308,1.140129096704705,-0.053754594883922174,-0.07757956823376304,-0.47036841609969265,0.8209251727587281,0.03320323074854653
846,CB113PY,2018,704.0833333333334,Q57,07H,551799.0,233899.0,E01022073,E02004593,D1,E12000006,E07000077,-60.0,5.6091407881734705,0.1109291596238281,9.457613485630917,9.593107790081143,1.6721882097325522,7.212176419268701,0.28921541395404754,0.0,0.06269777350325423,24.48675778083374,-0.23751735517384231,-0.7066747967056566,0.3361525419428228,0.35799313894861495,-0.24216869530759552,0.6047298444963696,-0.5291278898179337,-0.07757956823376304,-0.2699549668028223,0.14685522264404013,-1.4628614377854028
847,CB12AB,2018,679.4166666666666,Q56,06H,545920.0,258069.0,E01017988,E02003726,C1,E12000006,E07000008,-45.0,7.999139236450333,0.31583027385797524,8.865129962518685,8.965769738056784,1.6924509731636646,5.471414000106801,0.669952373834864,0.0,0.1593482179335268,25.114556595470418,1.1361611760599022,0.6636588103368872,-0.010427799129602512,-0.007180903306913355,-0.21818874612979652,-0.809138401748833,0.460069997041004,-0.07757956823376304,0.3903086361581154,0.38604295417320605,2.5654381480552324
848,CB12PY,2018,831.0833333333334,Q56,06H,546439.0,258525.0,E01017989,E02003726,C1,E12000006,E07000008,-49.0,7.1058257362907975,0.13537105574587513,8.599105148343872,8.640148785787067,2.1658385149380703,5.9229376939181,0.8398500631218729,0.39079199653868385,0.04075261268694739,25.200763846340465,0.6227191787585412,-0.5432127686875478,-0.16604220397604783,-0.19672515141958713,0.3420413148757719,-0.4424054081594516,0.9014835001522725,0.5689019296051127,-0.419872445543288,0.4188874201012045,0.9332942428655036
849,CB13DG,2018,530.0,Q56,06H,547082.0,257616.0,E01018000,E02003727,C1,E12000006,E07000008,77.0,7.825609697146131,0.16557186368147217,8.70095535211484,8.751505292464044,2.216373483093403,6.342470373539829,0.6407468463409562,0.0,0.0531142515281062,25.942277556265836,1.0364231185524062,-0.34123640448538156,-0.10646370603602708,-0.131904429093776,0.4018468775368785,-0.10165590239696715,0.3841907178383291,-0.07757956823376304,-0.3354244096560477,0.7013998716060211,0.5344690249217672
850,CB18BA,2018,943.3333333333334,Q56,06H,547533.0,256387.0,E01017969,E02003728,C1,E12000006,E07000008,-11.0,7.210030763068271,0.3408584379791251,8.048183255081238,8.08516331919346,1.0254291034642995,6.004092349681781,0.7600093662901092,0.0,0.08769915228536711,23.425583339677047,0.6826121917577995,0.8310416698492851,-0.4883105713194232,-0.5197826888590475,-1.0075751785505394,-0.37649061728610983,0.6940482970765095,-0.07757956823376304,-0.09915905861040682,-0.2574461258443164,1.5111808429803766
851,CB18PJ,2018,705.1666666666666,Q56,06H,547123.0,255681.0,E01017992,E02003731,C1,E12000006,E07000008,-62.0,7.20399985765039,0.43755223975309104,8.440147500821059,8.556508156883675,1.1418112020601308,5.921045536185829,0.656680985717555,0.008992472777909433,0.17478962687081126,23.926590451028577,0.6791458609313433,1.4777085591867452,-0.2590263858907424,-0.2454124364565553,-0.86984288852891,-0.4439422415062059,0.4255894226165079,-0.06270345172618573,0.4957959969232284,-0.06656530279990813,2.7701239514750835
852,CB19HR,2018,904.0,Q56,06H,548955.0,256595.0,E01017963,E02003729,C1,E12000006,E07000008,97.0,6.434919247536217,0.2014245739091667,8.774908049329087,8.942145232345867,2.0745581262532418,6.973575608668622,0.6896614003187334,0.0,0.05251353330148605,25.316284189031848,0.23710811665427847,-0.10146136025392304,-0.06320418906396782,-0.020932749251704255,0.2340156208960949,0.4109353864345755,0.5112762874836061,-0.07757956823376304,-0.33952819193051686,0.4629000051358139,0.20888253446797744
853,CB21EH,2018,1036.9166666666667,Q56,06H,545292.0,257697.0,E01018005,E02003730,C1,E12000006,E07000008,74.0,6.781239337265667,0.3077557085645604,7.14096912046671,7.189967115458182,1.0488427435905332,5.190020583298136,0.8538240137097507,0.14212822462098723,0.1830752725111259,21.513777726507815,0.43615948948645855,0.6096578927470419,-1.018996357396327,-1.0408772012593912,-0.979866327178753,-1.037689531040653,0.937789411711074,0.157541079967794,0.5523990500760623,-0.9858330502498917,1.6526697227290394
854,CB21LR,2018,900.1666666666666,Q56,06H,545562.0,257361.0,E01018005,E02003730,C1,E12000006,E07000008,74.0,9.053466595675824,0.16520074006533342,6.789421976553238,6.863041904381557,1.616221645799512,6.081080375161032,0.9405089164263464,0.001390975351916764,0.14881904477479305,24.72091115286152,1.7421477026639773,-0.3437183976432174,-1.224638074486725,-1.231180659592343,-0.30840227511190116,-0.31396001381717914,1.1630066394177596,-0.0752784980047695,0.31837901548264497,0.23606630839233367,1.573355802324052
855,CB21RG,2018,1503.0,Q56,06H,544845.0,258138.0,E01032797,E02003725,C1,E12000006,E07000008,-61.0,8.742653101844246,0.2403589564421962,7.1482873109532035,7.227292501858916,0.9747595600195683,4.619259087554237,0.6804822403889551,0.004563004860075289,0.207622412356655,22.489368452968193,1.563504145802249,0.15892323088837898,-1.0147154941218193,-1.0191500603873813,-1.0675400042169778,-1.5012689064503315,0.48742778691113947,-0.07003105587241651,0.7200918433408445,-0.6141386039996319,1.8407658906828142
856,CB223HU,2018,3571.9166666666665,Q56,06H,548625.0,248534.0,E01018282,E02003789,D1,E12000006,E07000012,125.0,6.393561563420391,0.15718944361784357,9.426342688830736,9.457326790947759,1.6612557955275202,6.921518557303511,0.4762278785745188,0.08337381959562468,0.05652038194315173,25.15045384898717,0.2133373218186512,-0.3972961871003835,0.3178603143992053,0.2789548976765758,-0.25510665107649055,0.36865402103508477,-0.04324825555085095,0.06034452501821381,-0.3121555674562037,0.3997196009533821,-0.20006326559399737
857,CB225FY,2018,0.0,Q56,06H,546126.0,252024.0,E01018293,E02003786,C1,E12000006,E07000012,72.0,5.827086046824192,0.15843410245333053,9.281843328448534,9.398796315966079,1.2167555403812833,5.93211475226408,0.3275556995777368,0.0,0.02827528879888261,22.860742457466703,-0.11225086263342532,-0.3889721824313743,0.23333368091082682,0.24488425573922656,-0.7811500786752662,-0.4349516906121902,-0.4295154709647872,-0.07757956823376304,-0.5051107791506174,-0.47264724782956996,-1.2685446076747406
858,CB227NP,2018,564.8333333333334,Q56,06H,542022.0,250924.0,E01018253,E02003788,E1,E12000006,E07000012,9.0,5.114829382222443,0.14091905634892554,9.570505740240018,9.67972283258488,1.5342244622132315,6.776161812993547,0.3235052216701502,0.03607046507003447,0.11871329195683324,23.605433233103213,-0.5216284041113246,-0.5061089603131115,0.40219021992133014,0.40841183280778387,-0.4054417683580463,0.2505935189842725,-0.4400390728452237,-0.01790872417154993,0.11271278246518451,-0.1889243525923831,-0.9645605461682412
859,CB232SH,2018,505.0,Q56,06H,532470.0,256758.0,E01033116,E02006874,E1,E12000006,E07000012,-26.0,6.519326824500542,0.2527775176843846,11.431395484374413,11.485466524803222,1.6184869952049297,6.074022444925625,0.2618186609454513,0.0009943125323151572,0.03197692176503533,26.21289328059647,0.28562232235719415,0.24197583841026996,1.490739988921584,1.4595368542167984,-0.305721349393326,-0.31969254993710583,-0.600307767367471,-0.07593469151954037,-0.4798232232218476,0.8045029035163739,0.8310693328754035
860,CB233QQ,2018,608.25,Q56,06H,528603.0,263213.0,E01018276,E02006874,D1,E12000006,E07000012,-82.0,7.810789410575578,0.3585065274260708,8.811015978511653,8.939868902051346,2.090362512444751,5.803464646104293,0.29834991529246163,0.06598755443074485,0.09934660511231143,25.36732946832525,1.0279049918969774,0.9490682123580145,-0.04208242293319489,-0.02225780315601707,0.2527193075352422,-0.5394428595236671,-0.5053954173406153,0.03158268023846085,-0.019589955600394626,0.482347962466742,1.461312708396426
861,CB236HL,2018,975.8333333333334,Q56,06H,532218.0,259603.0,E01033113,E02006873,D1,E12000006,E07000012,-70.0,9.549907035243566,0.016398039406330066,7.153729358631918,7.200807103234717,1.2525012233647863,4.141804655006229,0.6192177775469363,0.0,0.05921210573707438,22.780635833802567,2.027482437656011,-1.338878147232037,-1.0115321030787843,-1.0345672346607062,-0.7388468822635682,-1.8890631590018432,0.32825575065323687,-0.07757956823376304,-0.2937671652007622,-0.5031674099387864,-0.3890539270180206
862,CB237DY,2018,755.3333333333334,Q56,06H,538086.0,256539.0,E01018232,E02003784,D1,E12000006,E07000012,3.0,5.664372918350002,0.21379227240524756,9.922953585726182,10.00847333665269,1.7224314170052908,6.064798013784792,0.3606401180062017,0.0593046093856169,0.2740252631844701,24.09381268558984,-0.20577206617061736,-0.018748911596458754,0.6083588131966194,0.5997777958265923,-0.18270841680086702,-0.3271847442400931,-0.34355839233591157,0.020527181760969546,1.1737202337005108,-0.0028545948255806115,1.225945841185085
863,CB238EH,2018,301.1666666666667,Q56,06H,537873.0,263559.0,E01018223,E02003779,D1,E12000006,E07000012,-115.0,6.158724593570792,0.08832548105359067,12.305992980972183,12.332569107076962,1.5391561428486102,9.600147255441033,0.3188017823878168,0.0,0.05914595706332956,30.0377243623788,0.07836212798329048,-0.8578432298464742,2.0023462814978013,1.952636026466573,-0.39960537534089574,2.544268578247982,-0.45225914257659405,-0.07757956823376304,-0.2942190571906573,2.261741510223858,0.3490971566023749
864,CB23LS,2018,886.9166666666666,Q56,06H,544880.0,258733.0,E01032797,E02003725,C1,E12000006,E07000008,-61.0,8.974398894099236,0.11393615014603209,7.192122818510247,7.222360351376821,1.3632332934254408,5.578994874777689,0.6724561344724518,0.23829990865397552,0.33346752233007365,24.163679606951646,1.6967026504933107,-0.686564705142534,-0.9890733883626605,-1.022021069602823,-0.6078011134357175,-0.7217599169388924,0.4665750516925875,0.3166364936252201,1.579797623442145,0.023764299698979183,2.3511260445079065
865,CB244RA,2018,248.5,Q56,06H,536232.0,267379.0,E01018284,E02003777,E1,E12000006,E07000012,-119.0,6.687117573516827,0.12526855531787534,8.27024998762661,8.314091009387523,1.8269967928865876,6.6422869959838,0.814882523505922,0.001720341315717038,0.09821646251175625,24.41236379191425,0.3820619454998278,-0.6107760706412406,-0.3584099734055214,-0.386523675249682,-0.05896061665921085,0.1418587768630015,0.8366149950407732,-0.07473363269662427,-0.02731047907755811,0.11851154146114831,0.11933308287549606
866,CB245LB,2018,723.5833333333334,Q56,06H,540612.0,270332.0,E01018307,E02003775,D1,E12000006,E07000012,-96.0,8.13646625329599,0.18071386352056792,9.498715914891502,9.54970704193056,1.5768731240253766,5.106989878779234,0.79161954172574,0.0007355753670521082,0.13175649351063987,25.34310527864452,1.2150914259666599,-0.23997003834139624,0.3601959007812428,0.3327295245577454,-0.35496924785346107,-1.1051280713551688,0.7761751248842287,-0.0763627166368083,0.20181688646415855,0.47311868575773885,2.209480206894588
867,CB245NZ,2018,389.75,Q56,06H,537249.0,270428.0,E01018305,E02003775,D1,E12000006,E07000012,87.0,7.2811935389601485,0.38234417660168685,10.680340188628394,10.686450764012045,1.550277048962892,7.10598094999856,0.8123371414515209,0.0,0.02061143473659233,27.818583619986853,0.7235137988430046,1.1084891696345507,1.0514011880776684,0.9944290638437377,-0.38644434899134644,0.5184766026734848,0.8300018032186542,-0.07757956823376304,-0.5574660882809878,1.4162616721902972,3.0213881790251964
868,CB246BL,2018,422.5833333333333,Q56,06H,547744.0,262618.0,E01018273,E02003781,C1,E12000006,E07000012,126.0,5.756048428808968,0.29805609243836184,9.72110433426124,9.780166830654128,1.3654435184820601,7.473109530083414,0.2934824359996405,0.0,0.14163325691345954,24.966306836466572,-0.15308053381913356,0.5447889924347046,0.4902846732602727,0.4668803740940851,-0.6051854245782021,0.8166628663228196,-0.5180416816599382,-0.07757956823376304,0.2692895962729908,0.3295606500828473,0.5322571790889457
869,CB248SE,2018,319.0833333333333,Q56,06H,545005.0,267807.0,E01018234,E02003776,D1,E12000006,E07000012,-33.0,5.380086584245955,0.25414979798159465,8.735461657974058,8.791530755748298,1.2035166399545163,5.4943387476849255,0.19406024823195486,0.0,0.07895974246535266,21.317682773847245,-0.36916883915322213,0.2511533473592958,-0.08627882867265842,-0.10860557104826793,-0.7968176434910484,-0.7905186450852546,-0.7763518233322191,-0.07757956823376304,-0.1588619834084182,-1.0605440974797993,-1.2394144378165945
870,CB249NP,2018,1033.5,Q56,06H,544151.0,262891.0,E01018259,E02003780,C1,E12000006,E07000012,-52.0,5.86072683499296,0.31887467691206306,8.164318513916138,8.230027167892176,0.8097904215587484,5.154990109507931,0.6285420077902651,0.0,0.06573495903709581,21.002951218654143,-0.0929154406734086,0.6840191086885702,-0.4203758591334953,-0.4354573127156774,-1.2627725829145906,-1.066141704638668,0.3524811603853899,-0.07757956823376304,-0.24920655664024088,-1.180455006790533,0.1813413908108702
871,CB250AE,2018,713.75,Q56,06H,559196.0,266469.0,E01018014,E02003739,D1,E12000006,E07000009,-85.0,7.829581706012786,0.0797034390498328,9.2798319656228,9.34456522787671,1.2086338628478435,6.7199939321439075,0.30291893626539385,0.0,0.06125335470779411,25.485397104196476,1.0387060753927875,-0.9155055513191646,0.23215711010848292,0.21331629076467198,-0.7907616706554262,0.20497328826351513,-0.4935245816517094,-0.07757956823376304,-0.27982245539738365,0.5273310515275168,-0.5144097904445613
872,CB259DU,2018,485.6666666666667,Q56,06H,554459.0,260903.0,E01018012,E02003740,D1,E12000006,E07000009,105.0,6.187174597260729,0.29694520424943344,8.658082454030275,8.687787074185422,1.0936251360946814,6.606746390884428,0.5050193915945834,0.0,0.03891460681632408,23.37729779426928,0.09471408809044599,0.5373596164420702,-0.1315427218420033,-0.1689948610531318,-0.9268686450037324,0.11299226845886506,0.03155536700219687,-0.07757956823376304,-0.43242870832671076,-0.27584264046407814,-0.015374066078892523
873,CB259LQ,2018,450.5833333333333,Q56,06H,549850.0,265905.0,E01018299,E02003778,D1,E12000006,E07000012,-73.0,8.469290457814616,0.3841685171000753,9.045647149016391,9.07821643536221,1.1089650043234027,7.043864567320292,0.714476387771132,0.0,0.07307710129290491,26.79898136969173,1.4063858867441597,1.1206899578292586,0.09516789362008157,0.058274419960663265,-0.9087146917303077,0.4680249269745682,0.5757484447389138,-0.07757956823376304,-0.19904900870708447,1.0277990889162898,2.8844701323321473
874,CB30DB,2018,1496.6666666666667,Q56,06H,544260.0,259411.0,E01017958,E02003723,C1,E12000006,E07000008,-85.0,6.30981443612703,0.20018851802358273,8.871107559305218,8.987442398882754,1.5712132422120728,7.4566632043309395,0.4133436261612127,0.007324997473035915,0.08208716227007844,24.945990423210628,0.1652027170040193,-0.10972783028523235,-0.006931132214398666,0.005434771981257076,-0.3616674299003865,0.8033049620546293,-0.20662868917993374,-0.06546193179295255,-0.13749714147301095,0.3218202136783748,-0.34867810374585323
875,CB39HS,2018,1318.25,Q56,06H,544336.0,257771.0,E01017985,E02003725,C1,E12000006,E07000008,1.0,7.935052253189663,0.254561274246111,6.349094527241789,6.390055819065871,0.7543829173164996,4.158798508644206,0.9073425899884722,0.004273087767973451,0.16241168773055734,20.404466450218795,1.0993264604975597,0.25390521015845446,-1.4822128957480496,-1.506506283708382,-1.3283445440301072,-1.8752605459768898,1.0768367544728126,-0.07051066148770842,0.4112366062018398,-1.4084742555998093,1.264288086134576
876,CB41ER,2018,1759.25,Q56,06H,545560.0,259546.0,E01018010,E02003722,C1,E12000006,E07000008,6.0,8.07079588371455,0.22458092340820926,6.795357148145189,6.885913788168076,1.473586324996714,4.209915798920843,0.8395424814464385,0.005045907293926256,0.12871819936096646,21.709381107948758,1.1773466412797704,0.05340321456092976,-1.221166224697795,-1.2178669155441857,-0.4772039173675839,-1.83374246587551,0.9006843680074145,-0.06923219742211274,0.18106090283735002,-0.9113092888226428,1.0253960137191662
877,CB41GL,2018,1187.4166666666667,Q56,06H,547143.0,260738.0,E01017971,E02003721,C1,E12000006,E07000008,-125.0,7.410896108249382,0.4543561436385362,6.003936870501833,6.065398310658026,1.225448250455883,5.07306353744966,0.6482408036001942,0.07584403154145047,0.050053488299392275,20.95324718559313,0.7980618116280898,1.59008937424383,-1.6841170057025687,-1.6954897102856967,-0.7708626987473055,-1.1326834552427956,0.40366087037453124,0.04788810650711989,-0.35633388988776016,-1.1993919570340505,0.7878765625801141
878,CB42JG,2018,1038.3333333333333,Q56,06H,545449.0,260762.0,E01017978,E02003719,C1,E12000006,E07000008,-26.0,8.450972474698608,0.3142272696809938,7.043110448467281,7.076185316566367,1.5927258083959674,5.388521294361329,1.1623430294915997,0.0,0.08561743993114718,23.984975193194867,1.395857419598039,0.6529382708017187,-1.0762399609657582,-1.1071096883568203,-0.3362084027776723,-0.8764648577940506,1.7393568733064444,-0.07757956823376304,-0.11338019238198663,-0.04432105239820598,2.490083114733632
879,CB58HB,2018,50.333333333333336,Q56,06H,546230.0,258879.0,E01017943,E02003724,C1,E12000006,E07000008,33.0,16.51118161688464,0.2431213470122218,1.9949653258376374,1.9949653258376374,0.6123296556839135,2.617253423789736,4.258122260146061,6.164315594875276,0.05739107315031014,32.40128922422949,6.028553421496151,0.1773974917435824,-4.029212980694212,-4.064892398358854,-1.4964573488837445,-3.127322068927537,9.782543103778519,10.119957777012324,-0.30620747568183465,3.1622461057212017,21.737351919989887
880,CB58SP,2018,598.6666666666666,Q56,06H,548163.0,259517.0,E01017948,E02003724,C1,E12000006,E07000008,87.0,7.958733912190119,0.391190108736549,7.4495373715576285,7.464999723800983,2.3835861289180293,6.102215777701946,0.5290455310610988,0.0,0.1067557734630003,24.829771182408724,1.1129377607795237,1.1676488190846126,-0.8384956590048301,-0.8807804734799604,0.5997345330085454,-0.29679358478857276,0.09397800754934743,-0.07757956823376304,0.03102547838966084,0.2775413524901185,1.4472300240894214
881,CB61DN,2018,914.0,Q56,06H,554861.0,281894.0,E01018027,E02003734,C1,E12000006,E07000009,97.0,8.24288847524441,0.2326442918710726,10.312058208288631,10.396091804009925,1.8646366169088378,6.079337661491512,0.3266358441612555,0.000649873924458655,0.06986024144077523,27.14288456761147,1.2762587968668944,0.10732925020953045,0.8359702277591231,0.8254108530291192,-0.01441580073696773,-0.31537546689251506,-0.4319053598646824,-0.0765044912828233,-0.2210248567097272,1.1588242260434647,1.4795641922483111
882,CB61JU,2018,937.1666666666666,Q56,06H,556290.0,286944.0,E01018046,E02003732,D1,E12000006,E07000009,126.0,7.8059275354657585,0.12246945447574796,9.390460504517508,9.440848792555041,1.6264981495606055,7.086839828411235,0.5204534969240272,0.0019574106126903808,0.025563268386301644,26.604994668005105,1.0251105744090858,-0.6294958417259652,0.2968706004365662,0.269363040045859,-0.29624055596859306,0.502929952704521,0.07165492650444028,-0.07434145241771273,-0.5236378369357078,0.9538912731614901,0.1386534098799994
883,CB62RB,2018,493.0,Q56,06H,544651.0,278892.0,E01018055,E02003733,D1,E12000006,E07000009,-25.0,6.166229323009236,0.1574906583342705,10.962998477305641,11.008654776062365,2.0055166300767966,7.26048991707475,0.2515685598305408,0.0,0.07151322561303229,26.849949864387956,0.08267555576804105,-0.39528172929522026,1.2167455432795116,1.1819843079927013,0.15230852427529232,0.6439706505139408,-0.626938694835437,-0.07757956823376304,-0.20973256217714245,1.0472177917580616,-0.04487269078082043
884,CB63TA,2018,608.5,Q56,06H,546312.0,275509.0,E01018036,E02003736,D1,E12000006,E07000009,35.0,6.657041546160205,0.10083457506096667,9.928632590773367,10.00046232190252,1.6413036926703313,5.916512547051425,0.42072596102950865,0.0044840370966876915,0.0632017589846658,24.741364680971643,0.3647754099732556,-0.7741851590935083,0.6116808152936001,0.5951145769616623,-0.27871894927718793,-0.44762398999018066,-0.18744854429962216,-0.07016169109117219,-0.2665120103657531,0.2438589847663072,-0.3384174179151379
885,CB74HF,2018,1288.6666666666667,Q56,06H,553732.0,280215.0,E01018025,E02003735,C1,E12000006,E07000009,-85.0,6.266310780167474,0.2602472202975645,9.539159312836277,9.575446412839414,1.3009133045620114,7.332475689819986,0.4379680474540066,0.018145713646083878,0.08628479392548553,25.19150716878654,0.14019850067705594,0.2919315673662232,0.3838537513493049,0.3477124354294351,-0.6815536482657607,0.7024383639397129,-0.14265164446228676,-0.047561378912645724,-0.10882119055483927,0.41536067928233,0.4808082895429424
886,CB75JD,2018,1747.4166666666667,Q56,06H,559663.0,273371.0,E01018050,E02003737,D1,E12000006,E07000009,-24.0,7.3949261992823425,0.16084028544632006,9.753665484975885,9.80025452394006,2.4378816667167045,6.712242673485444,0.46308592460418424,0.0,0.048499083010173714,26.969231273475057,0.7888829265499024,-0.3728801595435931,0.5093317087982632,0.478573438356873,0.663990538435443,0.19867762243054582,-0.0773925453532432,-0.07757956823376304,-0.3669527467670103,1.0926633214213466,0.37265134500916575
887,CB88HP,2018,604.6666666666666,Q56,07K,564781.0,263379.0,E01032612,E02006826,C1,E12000006,E07000245,71.0,6.7742105824814525,0.15760970292673446,9.633518958108604,9.695343749204701,1.5815453234021197,6.288672472797518,0.5746773199053118,0.0008716875871687587,0.14175099882734762,25.07293083830501,0.43211963349603166,-0.39448558523129085,0.43905055727931774,0.4175047823704472,-0.3494399376987161,-0.14535120667107146,0.2125345803402285,-0.0761375481770789,0.27009394539669657,0.37018378050569894,0.8616298081950342
888,CB88NU,2018,899.1666666666666,Q56,07K,564346.0,263598.0,E01029954,E02006243,C1,E12000006,E07000245,-102.0,7.628464925359652,0.17182051904282117,9.041466526116205,9.103696213563541,1.352489871378662,7.111072671765213,0.47545135682181905,0.015257598463576433,0.09722849705600595,25.858253156395282,0.923111940152557,-0.2994467711176577,0.09272238812647592,0.07310622168467738,-0.6205154066047247,0.5226121605447613,-0.045265747304504333,-0.052339145718660114,-0.0340597251390726,0.6693870593330825,0.5651067725573395
889,CB88NW,2018,1172.25,Q56,07K,564330.0,263501.0,E01029954,E02006243,C1,E12000006,E07000245,-102.0,7.2312070359708445,0.15203400936452535,9.005138993133832,9.103016219970305,1.707021667039131,6.897596367799063,0.47484122065435935,0.0,0.04104239322126849,25.56571652079823,0.6947834931570889,-0.43177459802862866,0.07147216211982692,0.07271039680469671,-0.2009450715536792,0.34922413000073976,-0.04685095040045875,-0.07757956823376304,-0.4178928215406604,0.557932286520032,-0.2066040482417253
890,CB88XU,2018,406.5,Q56,07K,574306.0,255618.0,E01030150,E02006282,E1,E12000006,E07000245,94.0,5.838076850513436,0.26229246096422076,11.824411802529516,11.884935826520204,1.615455376271879,8.384609615067022,0.200837693855606,0.0,0.02720370709713812,28.186207823192365,-0.10593377440275979,0.3056096873241583,1.7206395967245547,1.6920682927199406,-0.3093091160959359,1.5569942363144809,-0.7587432494461543,-0.07757956823376304,-0.5124312462155285,1.5563243756709204,0.5429901417458933
891,CB97ED,2018,210.58333333333334,Q57,07H,567933.0,240780.0,E01021376,E02004446,D1,E12000006,E07000067,84.0,6.519367943079143,0.1544605018029904,10.06260594875681,10.148955639974469,1.7160770173920905,7.737461792618551,0.45051434768392024,0.0,0.03271380488484698,26.726837242551166,0.2856459557234415,-0.4155467500342856,0.6900501374658291,0.6815526704796433,-0.19022852531410173,1.0313729644426162,-0.1100549307646899,-0.07757956823376304,-0.4747892359855143,1.0003125921093632,-0.1107718588151681
892,CB98HF,2018,1257.5833333333333,Q56,07K,566896.0,245483.0,E01030110,E02006284,C1,E12000006,E07000245,15.0,7.417289853706367,0.13347271562343,9.408083017457972,9.467462752218257,1.5883958063538948,7.098003453151091,0.5896134509128275,0.0,0.048457833723074,26.294238031965865,0.8017366888543767,-0.5559084501000519,0.30717910068544574,0.2848550498152021,-0.34133273980414314,0.5119971834529187,0.2513403459667329,-0.07757956823376304,-0.36723453960387276,0.8354947851482454,0.33720952669862414
893,CB98LU,2018,1431.5,Q56,07K,566422.0,244780.0,E01030114,E02006286,C1,E12000006,E07000245,-46.0,7.395504951922085,0.20525737717175638,10.373498263662826,10.47600648430931,1.6203961675790437,7.011704538317351,0.43676380978956564,0.0,0.07266904659637094,27.14563332908911,0.7892155711491833,-0.0758284146277365,0.8719103248528672,0.8719292600447861,-0.3034619410624457,0.4419041632763976,-0.14578039075819094,-0.07757956823376304,-0.20183661786632665,1.1598714883303998,1.1601198397079522
894,CH12NR,2018,1324.5,Q44,02F,340231.0,366424.0,E01018326,E02003803,C1,E12000002,E06000050,37.0,6.325942759808754,0.13825768839516372,8.424999998057531,8.52894068285753,1.2057991909861185,6.709366376041196,0.4725811469840148,0.0003482670232920985,0.0268500856881919,23.381236112096072,0.17447265272399717,-0.5239076041193055,-0.26788709925978643,-0.2614594877910263,-0.7941163605234197,0.19634145893206162,-0.05272287861974739,-0.0770034351786853,-0.5148469965716833,-0.27434216406133616,-1.2554677495564506
